Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Education,EnvironmentSatisfaction,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,Age,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1,1,0,0,1,0,0,1,2,2,2,3,4,3,1,0,1,0.522139763947814,0.7592892988603717,-1.4940845833397207,1.354630308415267,0.2859647844955478,0.7476892527977921,1.6213312876796095,-1.4889183530541443,-0.2443048919134771,-2.57907315704781,0.13969234924498652,0.2055622994799592,-1.0948616898191288,0.4901471942973233
0,2,1,0,0,1,1,0,1,3,2,2,2,4,4,1,3,1.276410969463436,-1.3345972434446591,0.24341574971743266,-0.21067530799781184,0.05283297063569251,1.3972927873882164,-0.5713019377711814,1.679689354432559,0.052494560297445536,0.2173841953067046,0.7626599303929561,0.883888002223684,0.0968541521457137,0.9096349070593208
1,1,1,5,0,2,0,1,2,4,1,2,3,3,2,0,3,0.10209147665084753,1.340364523582373,-1.031214987060545,1.2630943251284057,-1.447625235180242,-1.8826110122441286,1.2713391623760841,0.20113277418494746,-0.410500419955521,0.2173841953067046,-2.229591533871636,-1.5964339360526558,-1.0948616898191288,-1.5501558768318906
0,2,1,0,1,1,1,1,4,4,1,3,3,3,3,0,3,-0.35397134109011047,1.3799356403725467,-0.700346657171252,-0.46019699455764246,-0.8630502778222418,1.1930012711796918,-0.5713019377711814,-1.4889183530541443,-0.2443048919134771,0.2173841953067046,0.4824324387371815,0.883888002223684,0.905592452784869,-1.5501558768318906
0,1,1,1,0,2,1,0,1,1,1,3,2,3,4,1,3,-1.1237550723219525,-0.4539412062846991,-1.031214987060545,-1.2893008140584705,-0.5679094611680531,0.38637066079203103,1.7661817882170436,-0.9487595484214604,-0.5920629991202445,0.2173841953067046,-0.9515402933485602,-0.44664507065337367,0.6074636148070705,-0.40688122351206657
0,2,1,0,0,2,0,0,2,4,1,3,4,3,3,0,2,-0.47448634310541643,0.5426406249273481,-1.031214987060545,0.6585575337616024,-0.7725773049127114,-0.26220781605674004,-1.6647866855628681,-0.4996652308474473,-0.2443048919134771,-0.5787847781589918,0.32067709957261636,0.883888002223684,0.905592452784869,0.7112391959902504
0,1,1,1,1,2,1,1,3,3,1,4,1,4,1,3,2,2.096796865318881,1.2376563903532507,-0.700346657171252,0.7527061446293615,-1.0108729787974096,-0.5408637389990931,0.7926945030498851,1.2816295050551867,0.3133345532005427,0.2173841953067046,-1.4404415171215508,-1.5964339360526558,-1.0948616898191288,-1.5501558768318906
0,1,1,0,0,2,2,0,1,4,1,3,3,4,2,1,3,-0.7243218607975207,1.3090247647298348,1.456094256826168,0.08379142194875307,-0.995967247828459,-0.05523792900003135,-0.5713019377711814,1.560772922324308,-1.988248536562447,-0.5787847781589918,-1.4404415171215508,-1.5964339360526558,-1.0948616898191288,-1.5501558768318906
0,2,1,0,0,3,0,0,3,4,3,2,3,4,2,0,3,0.21022079933633497,-1.538766656796323,1.407126492358651,-1.0770391750619925,0.9386612541252884,-0.7211409900964905,-1.6647866855628681,1.428796549836965,0.052494560297445536,-0.5787847781589918,0.6288288125797571,0.883888002223684,0.0968541521457137,1.0901100651194873
0,1,1,1,0,4,1,0,3,3,2,3,3,3,2,2,2,-0.00827909253277534,1.1848791905573894,1.5922625801409633,1.354630308415267,0.08421058246911484,0.37922329196087384,1.2713391623760841,-0.4996652308474473,0.8598930864746445,0.2173841953067046,0.32067709957261636,0.883888002223684,1.4544293616257646,0.9096349070593208
0,1,1,1,0,2,1,0,3,1,1,4,2,3,3,1,3,-0.12099986795632937,0.08748421515738102,0.9951867121725744,0.8931206805390219,-1.1791921974287745,0.3664710777515244,-1.6647866855628681,-0.4996652308474473,-0.5920629991202445,1.615639116724196,-0.06611444369210849,0.2055622994799592,-1.0948616898191288,-0.05300032629875022
0,1,1,0,1,2,0,1,2,4,2,2,3,3,4,0,3,-0.8539815788913179,-1.759024366025782,0.9230810280619598,-0.8166522141565588,-0.26076258332340263,-0.14626060314493952,-1.6647866855628681,-0.9487595484214604,0.052494560297445536,0.2173841953067046,0.6288288125797571,0.4592728462316195,-1.0948616898191288,1.0901100651194873
0,1,1,0,0,1,2,0,1,1,1,3,3,3,4,1,2,-0.5978824387411579,-0.2526219671940229,1.5485294238657012,-1.7821611876469288,-0.8618755853176823,0.19397911474214571,-0.5713019377711814,0.7197244396954834,-0.7929575175134527,-1.4817696029485905,-0.06611444369210849,-0.44664507065337367,1.1059701965495095,-0.05300032629875022
0,1,1,1,0,2,2,0,2,2,1,3,4,3,3,1,3,-0.23618831641464058,1.2838889117391874,1.188947985095328,1.3089083439493785,-1.0167477623776686,-0.7256673241891316,-1.6647866855628681,-1.4889183530541443,-1.279753689594291,-0.5787847781589918,-0.9515402933485602,-0.44664507065337367,0.0968541521457137,-0.40688122351206657
1,1,1,0,0,2,0,1,3,3,1,2,3,3,2,0,3,-0.9870551814519701,-1.9510306649310387,1.456094256826168,-0.7651794949192794,-1.5028415071883023,-0.1091633289482747,1.0534971761653285,-0.12130680227246161,-0.5920629991202445,0.9425152950001695,-0.30527994678120907,-0.44664507065337367,-1.0948616898191288,-0.05300032629875022
0,1,1,0,1,3,2,0,4,2,3,4,1,3,3,1,3,-0.8539815788913179,1.3736968370910323,1.3028959501129425,-0.7138972489917327,1.0008969972432051,-0.5062183181923795,-0.5713019377711814,-1.4889183530541443,0.052494560297445536,-1.4817696029485905,0.7626599303929561,1.2349411909058299,1.528317694575138,1.0901100651194873
0,1,1,0,0,1,2,1,2,1,1,4,2,3,4,2,2,-0.47448634310541643,-1.1659251478425052,-0.23052342499482384,0.7056867783918866,-0.6512331855922212,0.17835775285605548,-1.6647866855628681,-0.9487595484214604,-0.410500419955521,1.615639116724196,0.13969234924498652,-0.44664507065337367,-1.0948616898191288,0.4901471942973233
0,0,1,1,0,2,2,1,2,4,1,4,4,3,2,2,2,-1.8707677283308983,0.805535839323253,0.9951867121725744,1.4458026524135374,-0.8478545637306739,-0.9552652650654643,-0.5713019377711814,-0.4996652308474473,-1.988248536562447,-0.5787847781589918,-1.4404415171215508,-1.5964339360526558,-1.0948616898191288,-1.5501558768318906
0,1,0,0,1,5,1,0,4,1,4,2,4,3,3,0,3,1.6186909755910353,1.0142024072575004,-1.031214987060545,0.6113167755713236,1.5554136213062053,1.0576212552313629,0.04342339238561108,0.47868652015275137,1.964463107539291,0.2173841953067046,2.032951675685646,1.0667436933397727,0.905592452784869,0.9096349070593208
0,1,1,0,0,1,0,1,3,4,1,3,4,3,3,0,3,0.21022079933633497,-1.0564797107057484,-1.031214987060545,-1.0245417319046597,-0.35852306326654976,-1.4875984484636744,1.0534971761653285,-1.4889183530541443,-0.5920629991202445,0.2173841953067046,-0.5918446857667639,-0.44664507065337367,0.0968541521457137,-0.40688122351206657
0,0,1,5,1,3,2,0,2,1,2,4,3,3,4,1,2,-1.5580762110220834,-0.2451011264183146,0.5821968329138698,1.4458026524135374,-0.33150257471558175,-0.8085317577489597,-1.6647866855628681,0.9307013942747479,-0.7929575175134527,1.615639116724196,-0.30527994678120907,-0.44664507065337367,0.0968541521457137,-0.05300032629875022
1,1,0,0,0,6,0,0,4,3,1,2,1,4,2,0,3,-0.00827909253277534,1.012051073958434,0.3672474846112279,0.7996172240361225,-0.5972314047389345,-1.0112016322158275,1.4580919835771082,1.679689354432559,0.052494560297445536,0.9425152950001695,-0.06611444369210849,-0.08961472887159593,-1.0948616898191288,-0.05300032629875022
0,1,1,0,1,7,0,0,4,1,3,3,2,3,3,0,3,-0.23618831641464058,-0.9185726716725436,0.10531550118006594,-0.6118869639657005,1.2409421700846652,0.969962734152738,-1.6647866855628681,-1.4889183530541443,0.4332282024229774,0.9425152950001695,1.0004797968300878,0.6829951060918333,0.6074636148070705,1.553477829639722
0,1,1,0,0,1,0,0,2,3,1,3,4,3,4,0,3,-2.0351324936798476,-0.998493740282712,0.9230810280619598,1.4458026524135374,-2.467442130770362,0.7230757087826627,-0.5713019377711814,-0.12130680227246161,-2.56571538737916,2.2483813826478123,-2.229591533871636,-1.5964339360526558,-1.0948616898191288,-1.5501558768318906
